trade_id,timestamp,symbol,side,quantity,price,notional,fee,pnl
1,2026-01-15 01:53:00,BTC,BUY,0.15536765736335492,96545.19,15000.0,12.0,0.0
2,2026-01-15 01:55:00,BTC,SELL,0.15536765736335492,96460.36,14986.820161625867,11.989456129300693,-13.17983837413367
3,2026-01-15 02:06:00,BTC,BUY,0.15530218704139154,96549.99,14994.424605824483,11.995539684659587,0.0
4,2026-01-15 02:13:00,BTC,SELL,0.15530218704139154,96429.9,14975.77436618268,11.980619492946145,-18.65023964180243
5,2026-01-15 02:31:00,BTC,BUY,0.155164913069331,96594.2,14988.030646001573,11.990424516801259,0.0
6,2026-01-15 02:34:00,BTC,SELL,0.155164913069331,96366.92,14952.764764559175,11.962211811647341,-35.26588144239737
7,2026-01-15 02:47:00,BTC,BUY,0.15573578916724173,96183.08,14979.147868335946,11.983318294668758,0.0
8,2026-01-15 02:56:00,BTC,SELL,0.15573578916724173,96234.29,14987.123098099199,11.98969847847936,7.97522976325318
9,2026-01-15 02:58:00,BTC,BUY,0.1555153931394354,96303.96,14976.748200284463,11.981398560227571,0.0
10,2026-01-15 03:07:00,BTC,SELL,0.1555153931394354,96210.99,14962.28993418429,11.969831947347432,-14.458266100173491
11,2026-01-15 03:16:00,BTC,BUY,0.15533565933195856,96378.3,14970.986775793303,11.976789420634642,0.0
12,2026-01-15 03:25:00,BTC,SELL,0.15533565933195856,96165.87,14937.988821681412,11.950391057345131,-32.99795411188913
13,2026-01-15 04:01:00,BTC,BUY,0.15586417498688046,95996.71,14962.448005604818,11.969958404483855,0.0
14,2026-01-15 04:17:00,BTC,SELL,0.15586417498688046,96021.4,14966.296292085242,11.973037033668195,3.848286480424173
15,2026-01-15 04:22:00,BTC,BUY,0.15556103713288036,96164.4,14959.43379926116,11.96754703940893,0.0
16,2026-01-15 04:44:00,BTC,SELL,0.15556103713288036,96235.58,14970.506633884279,11.976405307107424,11.0728346231196
17,2026-01-15 04:59:00,BTC,BUY,0.1552957058200307,96316.27,14957.503131602647,11.966002505282118,0.0
18,2026-01-15 05:00:00,BTC,BUY,9.11903690969802e-06,96296.02,0.8781269606370188,0.000702501568509615,0.0
19,2026-01-15 05:14:00,BTC,SELL,0.1553048248569404,96267.93,14950.874007990196,11.960699206392158,-7.507250573086821
20,2026-01-15 05:38:00,BTC,BUY,0.15514459460685853,96379.69,14952.787933384698,11.96223034670776,0.0
21,2026-01-15 05:40:00,BTC,BUY,3.4416734286154975e-05,96340.94,3.3157405328583995,0.00265259242628672,0.0
22,2026-01-15 05:59:00,BTC,SELL,0.15517901134114467,96429.71,14963.867061713292,11.971093649370633,7.763387795735998
23,2026-01-15 06:05:00,BTC,BUY,0.15492455455415122,96500.92,14950.362045065782,11.960289636052625,0.0
24,2026-01-15 06:06:00,BTC,BUY,5.36398419089565e-05,96448.01,5.173456008833455,0.004138764807066764,0.0
25,2026-01-15 06:10:00,BTC,SELL,0.15497819439606017,96409.43,14941.359384153355,11.953087507322685,-14.176116921262048
26,2026-01-15 06:16:00,BTC,BUY,0.15481447050744773,96532.63,14944.648000141366,11.955718400113094,0.0
27,2026-01-15 06:31:00,BTC,SELL,0.15481447050744773,96433.52,14929.304337969372,11.943443470375499,-15.343662171993234
28,2026-01-15 06:47:00,BTC,BUY,0.15513538165569338,96295.0,14938.761576534995,11.951009261227997,0.0
29,2026-01-15 06:52:00,BTC,BUY,1.4865748588587296e-06,96280.32,0.14312790311487333,0.00011450232249189867,0.0
30,2026-01-15 06:59:00,BTC,SELL,0.15513686823055223,96243.78,14930.958615870257,11.944766892696206,-7.946088567852719
31,2026-01-15 07:23:00,BTC,BUY,0.15481016278460547,96466.44,14933.985279651377,11.947188223721103,0.0
32,2026-01-15 07:55:00,BTC,SELL,0.15481016278460547,96549.27,14946.808205434825,11.95744656434786,12.822925783449142
33,2026-01-15 07:59:00,BTC,BUY,0.154530154701712,96630.48,14932.323023300687,11.945858418640551,0.0
34,2026-01-15 08:01:00,BTC,SELL,0.154530154701712,96492.83,14911.051947505997,11.928841558004798,-21.271075794689757
35,2026-01-15 08:04:00,BTC,BUY,0.1545155931992769,96595.76,14925.551156934984,11.940440925547987,0.0
36,2026-01-15 08:05:00,BTC,BUY,2.9005814786994546e-06,96579.99,0.28013813020697853,0.00022411050416558284,0.0
37,2026-01-15 08:06:00,BTC,BUY,1.6388690242078913e-05,96567.94,1.582622055975662,0.0012660976447805296,0.0
38,2026-01-15 08:19:00,BTC,SELL,0.1545348824709977,96461.19,14906.61865966258,11.925294927730064,-20.795257458587123
39,2026-01-15 08:24:00,BTC,BUY,0.15452539222025938,96546.28,14918.851784406983,11.935081427525587,0.0
40,2026-01-15 08:26:00,BTC,BUY,6.492110562281111e-05,96484.96,6.2639102791727055,0.005011128223338165,0.0
41,2026-01-15 08:31:00,BTC,SELL,0.1545903133258822,96347.04,14894.319101621304,11.915455281297044,-30.796593064852328
42,2026-01-15 08:39:00,BTC,BUY,0.15465043288576252,96415.21,14910.653963271701,11.928523170617362,0.0
43,2026-01-15 09:15:00,BTC,SELL,0.15465043288576252,96573.96,14935.204719492316,11.948163775593853,24.5507562206148
44,2026-01-15 09:24:00,BTC,BUY,0.15425824909989916,96660.99,14910.755073662862,11.92860405893029,0.0
45,2026-01-15 10:03:00,BTC,SELL,0.15425824909989916,96945.56,14954.65234360922,11.963721874887376,43.897269946357135
46,2026-01-15 10:24:00,BTC,BUY,0.15391384332136465,96896.78,14913.75581526474,11.931004652211792,0.0
47,2026-01-15 10:28:00,BTC,BUY,8.022046474144997e-05,96823.73,7.767244618600671,0.006213795694880537,0.0
48,2026-01-15 10:37:00,BTC,SELL,0.1539940637861061,96767.21,14901.575909143527,11.921260727314822,-19.94715073981462
49,2026-01-15 10:47:00,BTC,BUY,0.15401922443110594,96787.82,14907.184970777485,11.925747976621988,0.0
50,2026-01-15 11:04:00,BTC,SELL,0.15401922443110594,96800.01,14909.0624651233,11.92724997209864,1.8774943458132987
51,2026-01-15 11:20:00,BTC,BUY,0.15390294278831226,96839.53,14903.88864523705,11.923110916189641,0.0
52,2026-01-15 11:33:00,BTC,SELL,0.15390294278831226,96797.82,14897.46935349335,11.91797548279468,-6.41929174369925
53,2026-01-15 12:14:00,BTC,BUY,0.15411849052156434,96674.64,14899.349588515644,11.919479670812516,0.0
54,2026-01-15 12:25:00,BTC,SELL,0.15411849052156434,96628.59,14892.252432027126,11.913801945621701,-7.097156488518487
55,2026-01-15 12:32:00,BTC,BUY,0.1541433336631161,96628.96,14894.710022799902,11.915768018239921,0.0
56,2026-01-15 13:06:00,BTC,SELL,0.1541433336631161,96893.4,14935.471685953773,11.94837734876302,40.76166315387254
57,2026-01-15 13:27:00,BTC,BUY,0.15363757463983044,96963.55,14897.244650467932,11.917795720374347,0.0
58,2026-01-15 13:29:00,BTC,SELL,0.15363757463983044,96927.36,14891.684506641715,11.913347605313373,-5.560143826215821
59,2026-01-15 13:48:00,BTC,BUY,0.15350872212291045,97016.22,14892.835957395147,11.914268765916118,0.0
60,2026-01-15 14:07:00,BTC,BUY,6.1927911210412095e-06,96997.92,0.6006878577354655,0.0004805502861883724,0.0
61,2026-01-15 14:22:00,BTC,SELL,0.1535149149140315,96909.74,14877.090490440914,11.901672392352733,-16.346154811968105
62,2026-01-15 15:01:00,BTC,BUY,0.15464129269704155,96266.73,14886.81157091707,11.909449256733657,0.0
63,2026-01-15 15:03:00,BTC,SELL,0.15464129269704155,96142.59,14867.61440084166,11.894091520673328,-19.197170075410646
64,2026-01-15 15:09:00,BTC,BUY,0.15448869030399526,96320.07,14880.361464289146,11.904289171431317,0.0
65,2026-01-15 15:10:00,BTC,SELL,0.15448869030399526,96228.65,14866.238108221552,11.892990486577242,-14.123356067593225
66,2026-01-15 15:16:00,BTC,BUY,0.15446709829370395,96296.71,14874.673368930306,11.899738695144245,0.0
67,2026-01-15 15:23:00,BTC,SELL,0.15446709829370395,96124.58,14848.08494730101,11.878467957840808,-26.58842162929598
68,2026-01-15 15:50:00,BTC,BUY,0.15530184250310233,95730.47,14867.118374687963,11.893694699750371,0.0
69,2026-01-15 16:51:00,BTC,SELL,0.15530184250310233,96624.53,15005.967539996287,12.00477403199703,138.8491653083233
